Art,Name,Status,Website,robots,Crawl-Delay,Sitemap,Veranstaltungsseiten,Beispiel-URL,JSON-LD,Hinweis,lat,lng
Galerie,YellowKorner,NICHTS GEFUNDEN,https://www.yellowkorner.com,erlaubt,,https://www.yellowkorner.com/sitemap-custom?name=sitemap_index.xml,0,,,,49.611645,6.127412
Freizeitpark,Fun-City,NICHTS GEFUNDEN,https://fun-city.lu/,erlaubt,,https://fun-city.lu/wp-sitemap.xml,0,,,,49.555826,5.861855
Freizeitpark,Parc Merveilleux,NICHTS GEFUNDEN,https://www.parc-merveilleux.lu/,erlaubt,,https://www.parc-merveilleux.lu/sitemap.xml,0,,,,49.510553,6.119937
Sehenswürdigkeit,Aquatower Berdorf,KANDIDAT,https://www.aquatower-berdorf.lu/,erlaubt,,,1,https://www.aquatower-berdorf.lu/fr/agenda,nein,"keine Sitemap, Pfad geraten",49.814543,6.340666
Sehenswürdigkeit,Brasserie Simon,NICHTS GEFUNDEN,https://brasseriesimon.lu/,erlaubt,,,0,,,,49.969914,5.929743
Sehenswürdigkeit,Buerg Beefort,GESPERRT,http://www.chateau-beaufort.lu/,verbietet,,,,,,robots.txt untersagt das Crawlen,49.833616,6.286681
Sehenswürdigkeit,Gewerkschaft Jünkerath n°11,NICHTS GEFUNDEN,https://www.industrie.lu/arbeddudelangecrassier.html,erlaubt,,,0,,,,49.480506,6.066094
Sehenswürdigkeit,Luxembourg City: Old Quarters & Fortifications,NICHTS GEFUNDEN,https://luxembourg.public.lu/fr/visiter/que-faire/art-et-culture/forteresse,erlaubt,,,0,,,,49.609986,6.135303
Sehenswürdigkeit,Postgebai Stad Lëtzebuerg,GESPERRT,https://hoteldespostes.lu/,verbietet,,,,,,robots.txt untersagt das Crawlen,,
Sehenswürdigkeit,Train 1900,KANDIDAT,https://www.train1900.lu/,erlaubt,30.0,https://www.train1900.lu/sitemap.xml,6,https://www.train1900.lu/un-visiteur-exceptionnel/,nein,,49.534848,5.858043
Tourist-Info,www.tours.lu,NICHTS GEFUNDEN,http://www.tours.lu/fr/scripts/detail.php?id=519,erlaubt,,,0,,,,49.625941,6.023145
Tourist-Info,visitdudelange.lu,GESPERRT,https://visitdudelange.lu/,verbietet,,,,,,robots.txt untersagt das Crawlen,49.478701,6.086178
Tourist-Info,D'Escher Infofabrik (City Tourist Office),KANDIDAT,https://citylife.esch.lu/lieux/descher-infofabrik/,erlaubt,,https://citylife.esch.lu/sitemap_index.xml,121,https://citylife.esch.lu/agenda/,nein,,49.493641,5.980758
Tourist-Info,Départ Auto-Pédestre Bereldange,NICHTS GEFUNDEN,https://map.geoportail.lu/?map_id=f690b5f438244309ba943aa4620fa44c,erlaubt,,,0,,,,49.655794,6.117735
Tourist-Info,Fridhaff 3,NICHTS GEFUNDEN,https://www.visit-eislek.lu/,erlaubt,,,0,,,,49.891271,6.132684
Tourist-Info,Le Parcours Fitness de Bereldange,KANDIDAT,https://www.walfer.lu,erlaubt,,https://walfer.lu/sitemap_index.xml,11,https://walfer.lu/agenda/,nein,,49.655699,6.113593
Tourist-Info,Luxembourg City Tourist Office,NICHTS GEFUNDEN,https://www.lcto.lu/,erlaubt,,https://www.lcto.lu/sitemap.xml,0,,,,49.610589,6.129874
Tourist-Info,Office de tourisme Echternach,KANDIDAT,https://echternach.lu/decouvrir-2/tourisme/tourist-office-echternach/,erlaubt,,https://echternach.lu/sitemap_index.xml,11,https://echternach.lu/events/niklosbal/,ja,,49.813837,6.421017
Tourist-Info,Tourist Info Beaufort,KANDIDAT,http://www.beaufort-tourisme.lu/,erlaubt,,,1,https://www.visitbeaufort.lu/fr/agenda,nein,"keine Sitemap, Pfad geraten",49.839419,6.287872
Tourist-Info,Tourist Info Berdorf,KANDIDAT,https://www.visitberdorf.lu/de,erlaubt,,,1,https://www.visitberdorf.lu/fr/agenda,nein,"keine Sitemap, Pfad geraten",49.826836,6.342550
Tourist-Info,Tourist Office Vianden,KANDIDAT,https://www.tourist-info-vianden.lu/,erlaubt,,https://tourist-info-vianden.lu/sitemap_index.xml,1,https://tourist-info-vianden.lu/auf-entspannung-programmiert-dein-luxurioeses-ferienhaus-in-luxemburg/,nein,,49.933683,6.207126
Tourist-Info,Tourist office,KANDIDAT,http://grevenmacher-tourist.lu/,erlaubt,,https://visitmaacher.lu/wp-sitemap.xml,2,https://visitmaacher.lu/termine/,nein,,49.678478,6.445577
Tourist-Info,TouristInfo Welle Westen,KANDIDAT,https://visitwellewesten.lu/,erlaubt,,,1,https://www.visitatertwark.lu/en,nein,"keine Sitemap, Pfad geraten",49.768678,5.980421
Tourist-Info,Touristcenter Heringer Millen,KANDIDAT,https://www.mullerthal-millen.lu/,erlaubt,,,1,https://www.mullerthal-millen.lu/fr/agenda,nein,"keine Sitemap, Pfad geraten",49.789558,6.305299
Tourist-Info,Touristinfo Troisvierges,KANDIDAT,https://www.visittroisvierges.lu/information/the-touristoffice/tourist-info-troisvierges/,erlaubt,,https://www.visittroisvierges.lu/sitemap.xml,60,https://www.visittroisvierges.lu/veranstaltungen/,nein,,50.118585,6.001367
Tourist-Info,Visit Guttland,NICHTS GEFUNDEN,https://www.visitguttland.lu/,erlaubt,,,0,,,,49.613254,5.990525
Burg,Administration communale,KANDIDAT,https://www.mersch.lu,erlaubt,,,1,https://www.mersch.lu/agenda,nein,"keine Sitemap, Pfad geraten",49.747873,6.103107
Burg,Ambassade de Russie,KANDIDAT,https://ambruslu.mid.ru,erlaubt,,https://ambruslu.mid.ru/sitemap.xml,1,https://luxembourg.mid.ru/ru/programma_pereseleniya_sootchestvennikov/,nein,,49.643386,6.137737
Burg,Château de Bourglinster,NICHTS GEFUNDEN,https://www.visitluxembourg.com/en/place/castle/bourglinster-castle,erlaubt,,,0,,,,49.702556,6.217228
Burg,Château de Schengen,KANDIDAT,https://www.chateauschengen.lu/,erlaubt,,https://www.chateauschengen.lu/wp-sitemap.xml,1,https://www.chateauschengen.lu/actualites/,nein,,49.470092,6.365772
Burg,Château de Septfontaines,NICHTS GEFUNDEN,http://www.chateaudeseptfontaines.com/,erlaubt,,,0,,,,49.625739,6.105067
Burg,Miami University John E. Dolibois European Campus,KANDIDAT,http://www.units.miamioh.edu/luxembourg/,erlaubt,,,1,https://miamioh.edu/units-page-not-found/,nein,"keine Sitemap, Pfad geraten",49.521246,5.888973
Burg,Schlass Ischpelt,KANDIDAT,http://www.chateau-urspelt.lu,erlaubt,,https://www.chateau-urspelt.lu/sitemap_index.xml,11,https://www.chateau-urspelt.lu/actualites/,nein,,50.075335,6.045604
Sportzentrum,A-Form,NICHTS GEFUNDEN,http://aform.lu/,erlaubt,,,0,,,,49.507907,5.939903
Sportzentrum,An der Schwämm,KANDIDAT,http://www.an-der-schwemm.lu/,erlaubt,,https://an-der-schwemm.lu/de/wp-sitemap.xml,4,https://an-der-schwemm.lu/de/aktuelles/,nein,,49.515494,6.097958
Sportzentrum,Ancien Hall Sportif,GESPERRT,http://www.medernach.lu/culture-sport-et-loisirs/infrastructures,verbietet,,,,,,robots.txt untersagt das Crawlen,49.808978,6.213031
Sportzentrum,Archery Guillaume Tell Strassen,NICHTS GEFUNDEN,https://www.gt-s.lu/,erlaubt,,https://www.gt-s.lu/sitemap.xml,0,,,,49.622210,6.084483
Sportzentrum,Bloc House,GESPERRT,https://www.blochouse.lu,verbietet,,,,,,robots.txt untersagt das Crawlen,49.615438,6.132391
Sportzentrum,BlocX - Urban Fitness,KANDIDAT,https://blocx.lu/,erlaubt,,,1,https://en.blocx.lu/,nein,"keine Sitemap, Pfad geraten",49.494066,5.967649
Sportzentrum,Boulder Klub Mamer,KANDIDAT,https://www.bkm.lu/,erlaubt,,,1,https://www.bkm.lu/agenda?CC=OK,nein,"keine Sitemap, Pfad geraten",49.625418,6.026216
Sportzentrum,Boulodrome national,KANDIDAT,https://flbp.lu/,erlaubt,,https://flbp.lu/wp-sitemap.xml,103,https://flbp.lu/events/play-off/,nein,,49.513599,5.950462
Sportzentrum,CK Fitness Esch/Alzette,KANDIDAT,https://www.ck-fitness.lu,erlaubt,10.0,https://www.ck-fitness.lu/sitemap.xml,1,https://www.ck-fitness.lu/fr/nos-services/les-programmes-dentrainement-novateurs,nein,,49.511497,5.981046
Sportzentrum,Centre Sportif et Culturel,KANDIDAT,http://bettembourg.lu/visiteurs/sports-et-loisirs/centre-sportif-et-culturel/,erlaubt,,https://bettembourg.lu/sitemap_index.xml,37,https://bettembourg.lu/agenda/,nein,,49.515321,6.098405
Sportzentrum,Centre aquatique AquaSud,KANDIDAT,https://www.aquasud-differdange.com/,erlaubt,,https://www.aquasud-differdange.com/wp-sitemap.xml,5,https://www.aquasud-differdange.com/activites/,nein,,49.512295,5.890601
Sportzentrum,"Centre sportif ""Am Eelerich""",GESPERRT,http://www.weiswmapach.lu,verbietet,,,,,,robots.txt untersagt das Crawlen,50.139462,6.074885
Sportzentrum,ClimbX,KANDIDAT,https://climbx.lu/,erlaubt,,,1,https://en.climbx.lu/,nein,"keine Sitemap, Pfad geraten",49.510518,5.982430
Sportzentrum,Club Nautique du Luxembourg,NICHTS GEFUNDEN,http://www.cnlwaterski.lu,erlaubt,,,0,,,,49.521329,6.358977
Sportzentrum,Dëschtennis Hueschtert Folscht,NICHTS GEFUNDEN,https://www.dthostertfolschette.net/,erlaubt,5.0,https://www.dthostertfolschette.net/sitemap.xml,0,,,,49.814674,5.873236
Sportzentrum,Flic-Flac Deifferdeng,GESPERRT,http://www.flic-flac.lu/,verbietet,,,,,,robots.txt untersagt das Crawlen,49.514487,5.891076
Sportzentrum,GRS Differdange,KANDIDAT,https://grs-differdange.lu/,erlaubt,,https://grs-differdange.lu/wp-sitemap.xml,1,https://grs-differdange.lu/agenda/,nein,,49.514611,5.890657
Sportzentrum,Karate Club Strassen,NICHTS GEFUNDEN,https://www.karate-luxembourg.lu/,erlaubt,,,0,,,,49.621502,6.084362
Sportzentrum,Kayak Hesper Club,GESPERRT,https://www.kayakhesper.lu,verbietet,,,,,,robots.txt untersagt das Crawlen,49.605609,6.170297
Sportzentrum,Laser Game Evolution,NICHTS GEFUNDEN,https://luxembourg.lasergame-evolution.lu/,erlaubt,,https://luxembourg.lasergame-evolution.lu/sitemap.xml,0,,,,49.603312,6.072551
Sportzentrum,Laser Game Evolution,NICHTS GEFUNDEN,https://ettelbruck.lasergame-evolution.lu/,erlaubt,,https://ettelbruck.lasergame-evolution.lu/sitemap.xml,0,,,,49.838937,6.096231
Sportzentrum,Les Bains du parc,NICHTS GEFUNDEN,https://lesbainsduparc.esch.lu/,erlaubt,,https://lesbainsduparc.esch.lu/sitemap_index.xml,0,,,,49.499546,5.977454
Sportzentrum,Luxembourg International Rowing Club,GESPERRT,https://www.luxrow.org/,verbietet,,,,,,robots.txt untersagt das Crawlen,49.508392,6.365797
Sportzentrum,Mini Circuit Ville de Luxembourg,NICHTS GEFUNDEN,https://www.lmcc.lu,erlaubt,,https://www.lmcc.lu/sitemap.xml,0,,,,49.580915,6.129762
Sportzentrum,Mur d'escalade,KANDIDAT,https://www.coque.lu/en/le-mur-descalade/our-infrastructures,erlaubt,10.0,,1,https://www.coque.lu/evenements,nein,"keine Sitemap, Pfad geraten",49.623946,6.155109
Sportzentrum,Mutferter Haff,KANDIDAT,https://www.mathellef.lu/mutferterhaff.html,erlaubt,,https://www.mathellef.lu/wp-sitemap.xml,109,https://www.mathellef.lu/agenda/,nein,,49.583493,6.267500
Sportzentrum,Parc Le'h,GESPERRT,https://www.aventure.lu/,verbietet,,,,,,robots.txt untersagt das Crawlen,49.485385,6.098744
Sportzentrum,Patinoire,KANDIDAT,https://www.kockelscheuer.com/,erlaubt,,https://www.kockelscheuer.com/de_de-sitemap.xml,1,https://www.kockelscheuer.com/de/events,nein,,49.568387,6.108510
Sportzentrum,Piscine Krounebierg,NICHTS GEFUNDEN,https://www.krounebierg.lu,erlaubt,,,0,,,,49.743066,6.091386
Sportzentrum,Piscine Mondercange-Dippach,KANDIDAT,http://www.mondercange.lu/index.php/infrastructures/piscine-pimodi,erlaubt,,,1,http://www.mondercange.lu/agenda,nein,"keine Sitemap, Pfad geraten",49.529503,5.984431
Sportzentrum,Piscine communale,NICHTS GEFUNDEN,https://centresportif.steinfort.lu/infrastructures/piscine,erlaubt,,,0,,,,49.656854,5.916963
Sportzentrum,Piscine couverte de Troivierges,KANDIDAT,https://www.troisvierges.lu/culture-loisirs/infrastructures-sportives/,erlaubt,,https://www.troisvierges.lu/sitemap.xml,29,https://www.troisvierges.lu/agenda/,nein,,50.119625,6.001188
Sportzentrum,Redrock Climbing Center,NICHTS GEFUNDEN,https://redrock-climbingcenter.lu/,erlaubt,,,0,,,,49.516361,5.927116
Sportzentrum,Ski Nautique Grevenmacher,GESPERRT,http://www.sng.lu,verbietet,,,,,,robots.txt untersagt das Crawlen,49.668115,6.428813
Sportzentrum,Sportzentrum Filano,KANDIDAT,https://www.larochette.lu/Filano.html,erlaubt,,https://larochette.lu/sitemap_index.xml,37,https://larochette.lu/events/,ja,,49.785637,6.208003
Sportzentrum,Stade Maemerich,KANDIDAT,https://www.fcbiekerech.lu,erlaubt,,,1,https://www.fcbiekerech.lu/events,nein,"keine Sitemap, Pfad geraten",49.726442,5.907098
Sportzentrum,Star Gym,GESPERRT,http://www.stargym.lu/,verbietet,,,,,,robots.txt untersagt das Crawlen,49.546451,5.898379
Sportzentrum,Strike Bowling and Games Center,KANDIDAT,https://strike.lu/index,erlaubt,,https://strike.lu/sitemap.xml,1,https://strike.lu/events,nein,,49.576545,6.137341
Sportzentrum,Sunny Fitness,GESPERRT,http://www.sunny-fitness.lu/,verbietet,,,,,,robots.txt untersagt das Crawlen,49.508863,5.893309
Sportzentrum,Syrdall Schwemm,NICHTS GEFUNDEN,https://www.syrdall-schwemm.lu,erlaubt,,https://www.syrdall-schwemm.lu/sitemap.xml,0,,,,49.651917,6.244906
Sportzentrum,Tennis Club Capellen,NICHTS GEFUNDEN,https://tccaponline.lu/,erlaubt,,https://tccaponline.lu/wp-sitemap.xml,0,,,,49.643041,5.992607
Sportzentrum,US Sandweiler,NICHTS GEFUNDEN,https://www.ussandweiler.com/,erlaubt,,https://www.ussandweiler.com/sitemap.xml,0,,,,49.610518,6.214593
Sportzentrum,Uplay,KANDIDAT,https://www.uplay.lu/,erlaubt,,https://www.uplay.lu/sitemap.xml,7,https://www.uplay.lu/events-1/luke-griffith-nogi-workshop,ja,,49.644964,6.128520
Sportzentrum,X-treme Bowling,NICHTS GEFUNDEN,https://www.x-treme.lu/,erlaubt,,https://www.x-treme.lu/sitemap.xml,0,,,,49.521324,6.005800
Erlebnisbad,AquaNat’Our,KANDIDAT,https://www.aquanatour.lu/,erlaubt,,https://aquanatour.lu/sitemap_index.xml,17,https://aquanatour.lu/aktuelles/,nein,,49.992832,6.097084
Erlebnisbad,Freibad Bollendorf,KANDIDAT,https://www.bollendorf.de/freibad-bollendorf,erlaubt,,https://www.bollendorf.de/sitemap.xml,13,https://www.bollendorf.de/aktuelles,nein,,49.851227,6.349879
Erlebnisbad,Réidener Schwämm,NICHTS GEFUNDEN,https://www.reidener-schwemm.lu/,erlaubt,,,0,,,,49.769553,5.895931
Erlebnisbad,Schwimmbad Camping Altschmiede,NICHTS GEFUNDEN,https://www.camping-altschmiede.de/,erlaubt,,https://www.camping-altschmiede.de/sitemap.xml,0,,,,49.841722,6.336620
Schwimmbad,www.pidal.lu,KANDIDAT,https://www.pidal.lu/,erlaubt,,,1,https://www.pidal.lu/fr/informations/blog,nein,"keine Sitemap, Pfad geraten",49.667467,6.128359
Schwimmbad,Oa6 S.A.,KANDIDAT,https://oa6.lu/,erlaubt,,https://oa6.lu/sitemap_index.xml,11,https://oa6.lu/oa6-events/event/,nein,,49.847076,6.033123
Naturschutzgebiet,Ourschleife/Falkenstein,NICHTS GEFUNDEN,https://berichte.naturschutz.rlp.de/oneo/nsg/NSG-7100-128,erlaubt,,,0,,,,49.963328,6.192400
Naturschutzgebiet,Ronnheck,NICHTS GEFUNDEN,https://data.legilux.public.lu/file/eli-etat-leg-memorial-2014-117-fr-pdf.pdf,erlaubt,,,0,,,,49.731243,6.252933
